Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,3M Multi-Gas/Vapour Cartridge 6006,240,3M-000000241,,"3M Multi-Gas/Vapour Cartridge 6006 is a replacement gas-and-vapour cartridge for compatible 3M reusable respirators, intended for hazards covered by the selected cartridge and an approved respiratory-protection program. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard.",,Painting Tools & Accessories > Clothing & Safety,"3m, 3m multi-gas/vapour cartridge 6006, painting tools & accessories, clothing & safety",3M,3MC01,https://sanvictraders.com/wp-content/uploads/2024/10/6006-2.png,Image Added,,,,,,,,,,
simple,3M Scotch-Brite General Purpose Hand Pad 7447,241,3M-000000242,,"3M Scotch-Brite General Purpose Hand Pad 7447 is a hand or machine surface-preparation abrasive for scuffing, cleaning, smoothing or finishing compatible materials. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"3m, 3m scotch-brite general purpose hand pad 7447, painting tools & accessories, paint prep & repairs",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000242-3m-scotch-brite-general-purpose-hand-pad-7447.png?raw=true,Image Added,,,,,Variants,Single Pad | 20PK,1,1,,
simple,3M Replacement Lens Covers,242,3M-000000243,,"3M Replacement Lens Covers is a replaceable protective cover intended to help shield the lens of a compatible full-face respirator from overspray, dust and jobsite wear. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Clothing & Safety,"3m, 3m replacement lens covers, painting tools & accessories, clothing & safety",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000243-3m-replacement-lens-covers-v2.png?raw=true,Image Added,,,,,,,,,,
simple,3M New Safe Release Blue 3M Canad,243,3M-000000244,,"3M New Safe Release Blue 3M Canad is a masking or project tape for defining paint lines, securing protection or joining compatible materials during preparation and finishing work. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"3m, 3m new safe release blue 3m canad, painting tools & accessories, paint prep & repairs",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000244-3m-new-safe-release-blue-3m-canad.png?raw=true,Images for Review,,,,,,,,,,
simple,3M Performance Green Masking Tape,244,3M-000000245,,"3M Performance Green Masking Tape is a masking or project tape for defining paint lines, securing protection or joining compatible materials during preparation and finishing work. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"3m, 3m performance green masking tape, painting tools & accessories, paint prep & repairs",3M,3MC01,https://hausoftools.com/cdn/shop/files/f2ftpp8v_1.png?v=1775515447,Image Added,,,,,Variants,"1"" 6 PACK | 1 1/2""",1,1,,
simple,3M Filter P100,245,3M-000000246,,"3M Filter P100 is a particulate filter for compatible 3M reusable respirator systems; selection depends on the airborne hazard, facepiece and approved workplace protection plan. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard.",,Painting Tools & Accessories > Clothing & Safety,"3m, 3m filter p100, painting tools & accessories, clothing & safety",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000246-3m-filter-p100-v2.png?raw=true,Images for Review,,,,,,,,,,
simple,3M Blue Long Mask,246,3M-000000247,,"3M Blue Long Mask is a blue painter's masking tape for protecting compatible painted trim, woodwork, glass and metal while defining coating lines. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Clothing & Safety,"3m, 3m blue long mask, painting tools & accessories, clothing & safety",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000247-3m-blue-long-mask-v2.png?raw=true,Images for Review,,,,,,,,,,
simple,"3M Hand-Masker 12"" Film Blade",247,3M-000000248,,"3M Hand-Masker 12"" Film Blade is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Paint Prep & Repairs,"3m, 3m hand-masker 12"" film blade, painting tools & accessories, paint prep & repairs",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000248-3m-hand-masker-12-film-blade.png?raw=true,Image Added,,,,,,,,,,
simple,3M Cutoff Blade,248,3M-000000249,,"3M Cutoff Blade is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Paint Prep & Repairs,"3m, 3m cutoff blade, painting tools & accessories, paint prep & repairs",3M,3MC01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/3M-000000249-3m-cutoff-blade.png?raw=true,Images for Review,,,,,,,,,,
simple,W-10 Wood Scraper,249,RIC-000000250,,"W-10 Wood Scraper from Richard is a hand scraper for removing loose paint, adhesive residue, coatings or surface buildup during preparation and cleanup. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"richard, w-10 wood scraper, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000250-w-10-wood-scraper.png?raw=true,Image Added,,,,,,,,,,
simple,W 1 3/4 Blade,250,RIC-000000251,,"W 1 3/4 Blade from Richard is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"richard, w 1 3/4 blade, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000251-w-1-3-4-blade.png?raw=true,Images for Review,,,,,,,,,,
simple,U-S-10 Richard Lever Bar,251,RIC-000000252,,"U-S-10 Richard Lever Bar from Richard is a compact hand lever for prying, lifting and removing trim or other jobsite materials during preparation and repair. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"richard, u-s-10 richard lever bar, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000252-u-s-10-richard-lever-bar.png?raw=true,Image Added,,,,,,,,,,
simple,Sp2 Sash Painter,252,RIC-000000253,,"Sp2 Sash Painter from Richard is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"richard, sp2 sash painter, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000253-sp2-sash-painter.png?raw=true,Images for Review,,,,,,,,,,
simple,Sp1 Sash Painter,253,RIC-000000254,,"Sp1 Sash Painter from Richard is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"richard, sp1 sash painter, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000254-sp1-sash-painter.png?raw=true,Image Added,,,,,,,,,,
simple,Rubber Sanding Block,254,RIC-000000255,,"Rubber Sanding Block from Richard is a manual sanding holder or replacement pad for keeping abrasive material supported while smoothing walls, wood or repaired surfaces. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"richard, rubber sanding block, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000255-rubber-sanding-block.png?raw=true,Image Added,,,,,,,,,,
simple,Richard Wallpaper Smoother,255,RIC-000000256,,"Richard Wallpaper Smoother is a hand-finishing tool for applying, shaping or smoothing patching compound, joint compound, filler or wallcovering material. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"richard, richard wallpaper smoother, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000256-richard-wallpaper-smoother-605.png?raw=true,Images for Review,,,,,,,,,,
simple,Richard Utility Blades U-1-B,256,RIC-000000257,,"Richard Utility Blades U-1-B is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"richard, richard utility blades u-1-b, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000257-richard-utility-blades-u-1-b.png?raw=true,Image Added,,,,,,,,,,
simple,Richard Stir Whip Mixer,257,RIC-000000258,,"Richard Stir Whip Mixer is a mixing accessory for blending compatible paint, compound or sealant to a more uniform consistency before application. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"richard, richard stir whip mixer, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000258-richard-18-stirwhip-mixer.png?raw=true,Image Added,,,,,,,,,,
simple,Richard H.D. Plastic Tray Liner,258,RIC-000000259,,"Richard H.D. Plastic Tray Liner is a disposable liner sized for the matching paint tray, helping contain coating and reduce tray cleanup between colours or products. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"richard, richard h.d. plastic tray liner, painting tools & accessories, tools",Richard,ARICHAR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/RIC-000000259-richard-hd-plastic-tray-liner-92068.png?raw=true,Image Added,,,,,,,,,,
